;Depth Location;;;;;;;;;;;;
0,004294185;3,452344367;61,84717886;61,84717886;1,973877588;-168,3478151;-332,2892872;-339,232367;-237,3386307;-27,2637656;54,13826617;81,97323463;212,8233957;-61,51271201
0,004316094;14,5319779;81,46715418;81,46715418;28,72992257;-176,0294984;-332,5756773;-350,3851715;-256,8170145;-28,27770507;43,98815132;81,83324526;216,5889416;-50,50355783
0,004338004;25,87998084;103,056235;103,056235;51,60156381;-179,5080854;-332,3877108;-359,6171136;-270,5545374;-34,23124398;31,89497052;77,94892743;213,1211249;-38,15599794
0,004359913;37,72370236;127,3589931;127,3589931;71,58162476;-184,4499725;-330,7208132;-366,352597;-272,842479;-46,86702662;28,7817626;72,45358627;211,9917858;-22,80235326
0,004381822;51,06174561;152,3136713;152,3136713;85,95226278;-188,1413376;-317,6049666;-365,2019553;-274,4884984;-64,77241413;34,49810786;66,9561762;212,9123908;-1,349052571
0,004403731;63,75933676;177,8122018;177,8122018;97,33729253;-190,1244405;-299,8317179;-356,4918446;-275,5565473;-83,31987491;51,3351584;62,04657161;218,1510838;26,71946176
0,00442564;75,23579789;198,3724946;198,3724946;109,7744957;-177,7048304;-275,7709516;-332,1293396;-264,4621536;-101,2028004;56,49495192;57,10015998;214,0289364;56,14673081
0,004447549;87,79787591;215,8650043;215,8650043;120,0562477;-161,9415456;-256,7505585;-304,5566504;-247,5805339;-119,2107677;53,55166458;52,04374296;204,713965;83,66449834
0,004469458;100,2304702;228,9470069;228,9470069;128,4219927;-143,0257158;-240,4216202;-276,5313112;-222,5523299;-146,0296753;40,54219336;46,25346061;185,6596921;109,6577603
0,004491367;111,9301929;237,6108935;237,6108935;129,3933399;-129,9109007;-228,1463894;-254,1930211;-204,2844296;-177,8428306;28,46646796;42,59650008;168,1169299;135,0086587
0,004513276;118,9011664;247,7388648;247,7388648;135,775878;-118,3744707;-218,9622081;-233,1736943;-188,4650996;-213,4336604;16,28969228;41,14437607;151,7434495;160,4086028
0,004535186;123,3503237;269,7254089;269,7254089;146,3824225;-108,2823762;-210,447252;-213,1953806;-175,6342438;-244,9942493;12,11351584;43,9262168;139,6778718;182,1118263
0,004557095;123,541378;294,666259;294,666259;159,1386291;-101,7071303;-190,6789337;-192,9214139;-163,2537168;-269,4533694;9,773325264;46,59501022;126,6331062;201,5105504
0,004579004;122,9796454;320,5890563;320,5890563;173,7479079;-92,41462981;-163,9482365;-171,1584383;-150,9308477;-290,1813584;11,86956179;47,58639523;112,7442727;220,037276
0,004600913;121,4807913;335,6242423;335,6242423;189,633496;-76,40786997;-130,8640979;-147,2021751;-134,5023128;-308,8764089;11,00577358;45,57197509;111,2086005;230,9398226
0,004622822;116,1179943;341,7479732;341,7479732;205,9378523;-52,09566986;-97,40970388;-117,3083735;-119,4289842;-326,9097142;5,288658349;42,81101243;116,6917575;235,5036475
0,004644731;110,4460589;337,9393216;337,9393216;220,9415712;-26,37586257;-65,46051745;-84,70816568;-105,7921905;-337,9272378;-10,53677026;45,3274336;135,7804905;234,3239565
0,00466664;104,8377662;329,4862116;329,4862116;233,4479427;-2,113602995;-35,66156717;-47,84202401;-88,19728443;-337,3878277;-35,52334162;50,82557151;158,0940168;233,2966047
0,004688549;100,6989851;320,7681885;320,7681885;245,6498953;19,0982659;-6,182874532;-13,1531019;-69,92099388;-326,2234471;-58,78663542;58,7610582;181,1921009;232,4503902
0,004710458;97,92449044;312,8504185;312,8504185;258,1116786;37,42171119;23,85638762;19,87397942;-50,97140995;-310,2963366;-68,35207851;65,7984826;184,8981368;225,1778535
0,004732368;97,87711285;311,5459108;311,5459108;259,7417326;49,81524986;55,36260132;45,63473193;-36,54539284;-293,6965495;-69,69600963;71,11275242;183,0164664;216,2229343
0,004754277;97,99596671;313,9510626;313,9510626;255,3705579;58,79246051;78,17467377;69,29313881;-24,29645703;-276,2916655;-67,15171204;73,93112272;174,8789188;205,3848489
0,004776186;98,85619817;321,2566628;321,2566628;244,9522687;64,33900682;96,30089181;90,92514305;-15,17846069;-254,8946761;-52,18714623;72,04094848;160,7508215;212,7059753
0,004798095;102,0700464;325,9792654;325,9792654;225,6453968;61,49141743;107,9564953;110,6400349;-5,603310068;-232,8443122;-38,22938112;69,0991679;146,255467;226,0456585
0,004820004;106,368975;328,9701824;328,9701824;205,1334735;52,74361832;118,4775882;128,5887844;4,290283169;-215,9192519;-25,29672409;64,80069408;132,034272;246,0358502
0,004841913;111,5278578;328,9712237;328,9712237;183,2281479;41,18509243;128,1191323;143,2778863;10,56876284;-204,6113697;-9,828101755;61,31725922;134,2458791;267,2259451
0,004863822;118,6223154;325,5174259;325,5174259;164,5359452;29,13239616;132,1952735;158,362159;22,71431445;-200,0011899;5,584690993;58,61857802;145,1218757;288,1525195
0,004885731;125,3894263;317,9102655;317,9102655;146,9197895;29,03582115;134,8990155;173,0720915;43,65995686;-188,8146187;20,3781248;58,67975242;169,6195474;307,3568081
0,00490764;131,3192879;303,5960839;303,5960839;137,2903356;37,50221819;135,9811564;185,7294522;64,91620141;-174,4987706;37,45930614;59,09425543;185,6893398;323,0511478
0,00492955;133,6488544;286,641245;286,641245;131,9579165;60,22557176;136,5044931;195,6912575;86,48037579;-155,5450676;56,18183208;59,85004403;195,4530605;337,136115
0,004951459;134,4350982;265,5683387;265,5683387;131,2916204;79,88935518;134,5154635;203,6294824;108,7450605;-131,580401;74,13067023;61,37542215;184,6981929;350,189486
0,004973368;133,7196917;247,1157072;247,1157072;133,4726493;96,965285;127,8951422;202,7666486;129,6736332;-106,6025511;92,5642004;63,5709894;167,5578662;362,0836699
0,004995277;131,2617993;231,262809;231,262809;136,8190357;105,6786888;118,5348137;200,5264115;149,6605505;-80,22858881;111,518453;66,81220468;142,3040506;372,6671623
0,005017186;126,7897193;222,9820632;222,9820632;142,5195326;107,7063943;109,7672602;196,5699888;165,8653399;-50,37138389;130,1035808;70,56241947;121,9492945;377,2869324
0,005039095;116,9397099;214,9458806;214,9458806;137,0365331;104,0081828;106,5262965;192,5221235;182,1776616;-19,64316808;140,6348064;74,58345615;103,1596322;377,4869255
0,005061004;102,3298845;207,0388619;207,0388619;126,2007338;91,74529153;105,6633844;189,3491032;198,5898069;10,13575222;142,3792053;78,84765218;85,72549131;374,2110849
0,005082913;84,60804762;196,1024594;196,1024594;102,7890524;75,34864952;105,1244946;188,2403281;208,7516061;40,84741628;135,3060901;82,45360327;66,89872271;367,2931032
0,005104822;60,49361507;186,4765359;186,4765359;74,66953518;55,02499799;95,96159356;184,8639602;212,4017908;71,62050963;131,7399148;85,39772925;47,55171577;360,7635085
0,005126732;32,62845629;178,4970741;178,4970741;42,03649336;31,81738367;83,13471773;178,9829849;203,8484495;95,24247423;133,8631422;86,31457538;30,80960081;354,6081535
0,005148641;1,328343384;173,23439;173,23439;13,03063553;11,5394256;67,27112418;163,5079197;187,7892426;112,9192459;135,9106753;87,74937909;20,41626422;350,1075288
0,00517055;-20,47553508;165,7957294;165,7957294;-16,99514853;-5,400155585;53,33857914;152,4524361;168,9850999;125,4580922;136,340408;89,80956291;15,71332394;345,8100881
0,005192459;-39,64239199;152,0642646;152,0642646;-49,04866309;-18,63391182;36,92667345;144,4697135;149,7723911;137,5359906;133,571155;88,67464895;11,41244815;341,6664616
0,005214368;-55,03129264;129,7728364;129,7728364;-75,59523241;-28,4841486;17,27546925;142,9520594;133,1474543;152,1880517;131,0856766;87,40235991;3,362292471;334,1065861
0,005236277;-66,74423106;101,5122987;101,5122987;-96,70152789;-34,10060615;-2,930106524;134,7224238;118,4137476;169,2022415;130,4903591;86,19346104;-11,22249008;321,0281283
0,005258186;-79,35608722;59,08522185;59,08522185;-108,7761739;-36,562067;-21,11828878;117,3369591;113,4816496;184,5317407;134,7383025;86,0147204;-22,9613387;298,3519185
0,005280095;-96,05274644;15,18522587;15,18522587;-117,7812803;-38,06379181;-34,58817141;90,01740342;111,9037299;192,8614534;141,554161;85,83417993;-34,40167684;273,1976256
0,005302004;-118,1127925;-28,74970958;-28,74970958;-125,3560228;-38,55741061;-47,74723813;60,8795119;115,178964;193,0676895;148,3942828;83,47085716;-47,65233002;246,6059218
0,005323913;-141,6340021;-41,83778;-41,83778;-140,724007;-43,63133174;-61,06779152;31,69825417;116,6017916;177,8148881;151,7483259;81,22333989;-60,01426088;217,7524761
0,005345823;-161,9165477;-44,44945176;-44,44945176;-161,6091313;-53,29300721;-76,11315132;12,2627782;118,4597117;159,6166832;153,9797642;78,80963167;-71,34933764;188,4798511
0,005367732;-173,1923476;-33,94684853;-33,94684853;-190,4390129;-70,37712249;-88,57814785;-1,124417404;122,4652032;137,1173844;155,3334471;71,78111497;-71,16638849;158,3541219
0,005389641;-177,6630133;-20,53638761;-20,53638761;-224,3967552;-96,16802433;-98,461609;-2,330049324;127,1672885;124,3501758;154,2884353;66,1648741;-65,77500655;125,343476
0,00541155;-177,0304118;-11,65249243;-11,65249243;-259,4835073;-124,2248749;-95,56518868;1,787917643;131,4274289;114,2265974;156,7573295;61,96065315;-54,65383143;100,4411764
0,005433459;-176,5574641;-14,43989885;-14,43989885;-290,6848703;-153,2556265;-88,98511343;10,4905939;125,3770838;107,0319638;161,5734924;62,18150015;-47,07979044;81,18613339
0,005455368;-176,0486491;-27,20115765;-27,20115765;-317,1820477;-182,6220085;-78,70246936;23,70277868;114,321038;104,8680227;166,0382883;62,6393279;-39,76881749;72,70424684
0,005477277;-177,1962063;-45,39043997;-45,39043997;-340,8823027;-210,6352746;-76,78340659;33,95751865;98,13471271;103,5540183;175,3619413;63,13987513;-32,20622955;64,32701482
0,005499186;-177,82963;-74,05366779;-74,05366779;-360,8872702;-234,5908521;-83,77171602;37,36752152;86,18624429;103,4320951;189,2400723;64,58616829;-21,90292352;55,90703194
0,005521095;-177,3507116;-105,4101973;-105,4101973;-380,4133284;-251,112732;-104,3923482;36,64711777;77,59878579;107,3926826;206,3248523;66,76188078;-10,26889574;42,15527951
0,005543005;-168,1082701;-142,6281007;-142,6281007;-398,1196221;-262,350561;-140,6211384;32,65028016;74,89165459;115,641119;220,8955008;69,86395072;3,287727525;29,3425385
0,005564914;-154,2424757;-171,9443378;-171,9443378;-403,0680045;-264,058585;-176,6843251;20,04252101;66,87719937;131,8810906;232,2266387;71,62820941;13,73337551;17,86299632
0,005586823;-131,9939073;-192,4798418;-192,4798418;-403,1404757;-266,8296628;-202,1805943;10,04797928;55,14390925;149,5515087;231,148626;72,72470789;22,09025867;6,266389849
0,005608732;-112,7672294;-198,2229545;-198,2229545;-398,1276449;-271,7123151;-210,5693747;2,320625494;34,3724174;168,3618341;224,7720533;74,23204992;27,65985748;-6,370843366
0,005630641;-95,73677831;-193,1511073;-193,1511073;-397,1740345;-284,0605116;-210,8727133;8,652453088;13,79351837;187,5066686;211,8498774;76,03099531;33,5908663;-20,7034811
0,00565255;-86,3878523;-181,7103519;-181,7103519;-398,4308695;-302,02075;-208,4424982;15,66845271;-6,548335509;199,644131;190,9919493;77,77571407;39,94136022;-33,67026428
0,005674459;-77,81683761;-158,4116667;-158,4116667;-401,6119676;-322,8265859;-208,0688266;22,1556517;-18,24171704;207,0654995;167,5056354;80,48201883;51,0868733;-46,70601823
0,005696368;-70,11258836;-129,5123282;-129,5123282;-404,2155658;-342,8809558;-209,3865841;20,96540286;-31,35893616;208,4286107;141,5220634;82,20448143;64,12759119;-55,16483025
0,005718277;-57,40934911;-97,50612575;-97,50612575;-405,796319;-354,206605;-198,2361565;16,17920536;-46,57715385;200,0064528;115,5683483;81,46224329;80,04941904;-59,59774595
0,005740187;-40,82180585;-68,08170983;-68,08170983;-400,3121629;-359,5695566;-180,6979363;6,894990957;-58,71786931;187,7401227;90,77056337;81,65004538;99,54563598;-58,20722535
0,005762096;-18,07659679;-48,00298719;-48,00298719;-391,5909242;-360,151341;-155,1016388;0,467940434;-67,46685078;176,7444275;69,0241553;82,17097193;120,3388858;-51,53297201
0,005784005;5,829546037;-37,35410105;-37,35410105;-377,3842512;-359,8801858;-124,5799818;-4,177694294;-68,11503233;166,0813728;50,82562925;81,72842358;141,6846006;-43,75901413
0,005805914;27,16662447;-49,0131549;-49,0131549;-355,9971492;-358,7390058;-96,9923243;-5,997333088;-62,47735513;153,8986282;27,63530532;80,12923639;164,3221774;-38,36429395
0,005827823;36,60689525;-63,2436238;-63,2436238;-330,2064348;-352,8263226;-77,22614719;-9,405391283;-53,65502529;134,101462;3,913512991;75,85309404;188,0092264;-39,93859977
0,005849732;43,38951461;-79,4436005;-79,4436005;-296,4537385;-343,6095767;-65,19558061;-13,49020332;-43,73882848;102,5753158;-16,69092637;69,51636673;207,4521937;-42,49413232
0,005871641;49,07155071;-87,42147059;-87,42147059;-263,8161422;-331,2342797;-63,49318806;-9,995126086;-34,76078046;64,79509269;-30,96377238;63,17861048;220,7481254;-44,03516579
0,00589355;63,69954997;-91,66167465;-91,66167465;-231,6357098;-303,3379375;-73,18340557;-2,770046821;-26,7229225;18,53067303;-40,11331768;56,63199742;225,4343447;-39,84517052
0,005915459;78,53270403;-87,02136297;-87,02136297;-206,0726122;-270,2392852;-81,62720565;9,995423602;-16,36408055;-18,83857188;-51,99686169;50,48658208;216,432259;-31,57726664
0,005937369;92,50287336;-76,14953051;-76,14953051;-183,3288881;-231,6270082;-84,80802971;22,41026804;-1,76046575;-49,11260201;-66,66697862;44,47780233;203,4763869;-10,79153707
0,005959278;108,1406862;-61,00882396;-61,00882396;-165,3708976;-195,3643553;-72,65500046;34,65918323;20,465652;-70,10563663;-79,85455484;38,80339705;186,3567001;11,15403998
0,005981187;124,0995871;-47,57138513;-47,57138513;-153,2003138;-167,8838541;-54,30440204;45,39897262;48,4624333;-84,05842601;-84,49079819;33,56541366;170,6916293;32,68789378
0,006003096;135,4562575;-35,15426834;-35,15426834;-143,7034736;-151,3731069;-24,38557427;56,06119525;76,2789722;-92,55892535;-84,67045148;29,69330302;156,0567309;51,72053425
0,006025005;142,1825953;-23,09521641;-23,09521641;-141,2217198;-145,8760151;6,473526603;64,87638496;95,62177417;-97,90469093;-72,74583292;27,0189448;146,0265;68,73167243
0,006046914;146,0666951;-23,90843974;-23,90843974;-140,1641238;-141,4611147;36,57471248;77,59512134;112,0333035;-100,8206716;-55,36623137;24,15277651;144,2330433;80,69655934
0,006068823;145,942925;-29,44294728;-29,44294728;-140,641309;-137,2580088;66,51001244;92,8989967;126,3642453;-102,3843042;-32,64520372;20,57910723;150,1119162;91,78871776
0,006090732;146,7834859;-41,61490737;-41,61490737;-138,8698744;-124,3264618;95,67959135;112,2621989;134,1518378;-100,3603129;-13,52684661;17,64658533;158,7750838;104,2525099
0,006112641;149,6236077;-48,85582158;-48,85582158;-133,0849223;-108,9920502;125,7359133;129,6809617;137,5865185;-94,61711888;-8,114597985;15,24057467;167,4200164;123,111134
0,006134551;149,657564;-52,62795675;-52,62795675;-119,908901;-91,4700575;149,2548263;145,9003397;135,3270205;-84,34222462;-10,06536519;17,68782982;175,5811548;138,961723
0,00615646;148,449668;-49,99775021;-49,99775021;-108,0573812;-73,01295141;159,6720924;152,2394492;131,2126045;-60,3224268;-14,98638867;20,31323484;179,1241802;151,5892124
0,006178369;144,6336154;-43,92089364;-43,92089364;-97,27118197;-53,68872153;165,3964291;157,9171388;128,8228188;-34,10016141;-22,00916098;21,9176427;177,8453105;156,9076966
0,006200278;141,9759598;-34,853657;-34,853657;-85,18994984;-32,96169737;169,3882281;161,9383338;132,0008147;-6,621480364;-32,08586255;24,95876357;163,5029342;162,3338412
0,006222187;141,1924719;-29,89749653;-29,89749653;-74,68054194;-14,67242324;177,1091617;163,4228012;142,4566417;17,55922517;-34,53039015;27,97460313;143,5518211;170,4554038
0,006244096;141,1206988;-28,65171444;-28,65171444;-65,19607311;1,807441012;185,3727258;163,3619327;156,7313475;38,98116922;-29,64185241;32,0282124;120,7808966;186,7125953
0,006266005;141,6827817;-34,11582374;-34,11582374;-58,16953527;15,12754735;193,8563968;161,7808087;175,766523;54,49884394;-9,662026667;37,23401159;103,1871107;204,0866083
0,006287914;134,6793984;-43,36228991;-43,36228991;-51,02538009;26,26903803;196,3506258;154,6202079;195,3301196;74,54415242;11,40813747;44,38267486;94,80262685;218,2447042
0,006309823;125,6737289;-52,2875422;-52,2875422;-44,91513197;36,61906393;196,6604477;145,2294563;215,44418;97,27553852;33,02067276;50,1690505;96,25078134;226,9396944
0,006331732;116,0882596;-56,04343695;-56,04343695;-41,67951798;46,76145452;169,829635;131,3775817;232,3421493;123,8398531;53,14458073;56,31505517;102,3299204;231,7257251
0,006353642;119,8504783;-55,65736599;-55,65736599;-40,13246247;55,36874075;143,0948198;119,4100084;245,7789008;153,0879444;75,13434643;64,89032217;107,7284484;228,5240428
0,006375551;137,6228736;-51,4618524;-51,4618524;-39,55383734;62,40766652;117,1053498;110,3636304;253,2743768;182,5965329;98,98014803;74,62291951;110,7546264;222,2219713
0,00639746;163,6262908;-40,77005617;-40,77005617;-36,04293871;65,38368206;101,0346285;110,2405956;253,7518265;209,7371418;121,2443346;85,69023463;109,5388671;216,0633093
0,006419369;180,0403546;-29,34402177;-29,34402177;-30,12345668;67,09071583;89,53775822;113,3678899;251,7602898;227,367695;136,6467215;99,65376652;107,2985665;206,5453752
0,006441278;186,8324225;-16,95970403;-16,95970403;-28,86579029;68,43950817;95,01164105;118,1826947;247,6834129;238,0420639;143,4398392;111,5061896;106,7592321;194,8864871
0,006463187;179,2247237;-6,632863719;-6,632863719;-28,23757421;71,68488601;106,2571326;119,235449;242,38068;233,9479301;142,2648911;118,9772618;106,1221119;176,1568317
0,006485096;165,7375006;-0,463802338;-0,463802338;-27,81635547;77,22396115;120,1267793;117,3873818;236,4065201;228,1896301;142,6615544;120,3108996;105,4502097;#VALUE!
