;Location;;;;;;;;;;;;;;;;
0,003210073;36,15;31,37686425;-11,83658919;64,88670402;-81,54476841;-264,41;-122,8107392;-28,98;-31,39752342;-6,38;249,7329561;125,419705;389,9461001;;;;
0,003231762;51,94;63,19904155;20,45146376;86,46358817;-63,33073089;-257,81;-105,0148524;-17,03;-15,56384997;-1,55;252,1585721;166,1654581;370,3662275;;;;
0,003253452;65,47;89,44645627;54,04636797;100,7369607;-44,36733326;-247,28;-81,04070164;-7,42;-5,372977434;2,09;239,9762635;203,2131767;344,4147523;;;;
0,003275142;79,20;110,3654289;89,54997971;101,9553025;-29,64420646;-217,40;-70,46419701;0,45;1,040152428;5,37;218,0986603;223,7778441;309,2000827;;;;
0,003296831;94,83;121,9897172;122,0483836;106,0961816;-14,48340759;-183,89;-66,35910334;0,98;0,260463795;8,25;185,7635333;237,6740367;272,3359095;;;;
0,003318521;116,08;128,9587547;150,1088359;112,4481697;4,12004443;-147,95;-79,85513954;-2,31;-8,566513723;7,44;154,8555222;245,6028182;238,1885237;;;;
0,003340211;134,57;127,7252532;166,3518513;120,7420156;22,66037659;-126,10;-91,11711778;-10,11;-22,38896236;5,29;125,8778493;241,9595186;215,4853365;;;;
0,0033619;150,39;129,6199221;174,9190386;133,0359716;39,59994856;-109,98;-99,50535249;-28,03;-44,72151316;1,24;113,2516327;237,0568685;199,456691;;;;
0,00338359;153,26;135,9523403;179,2572745;150,595449;43,36835576;-96,13;-95,8098074;-44,21;-62,05070582;-8,08;104,6000252;230,574924;187,6432389;;;;
0,00340528;151,43;158,7622849;179,5820874;177,8440407;45,90168881;-78,31;-85,90298196;-53,98;-75,15489423;-19,31;100,1491377;220,1181258;178,766405;;;;
0,003426969;144,95;187,9775669;182,9760003;204,6135664;47,62385943;-57,82;-71,39958123;-55,18;-76,49214887;-31,10;99,52431418;208,8682723;166,5010359;;;;
0,003448659;135,31;221,5820516;189,3021485;224,0909017;55,85900101;-48,06;-63,68107926;-55,04;-80,0809887;-35,79;98,66983877;197,0039629;150,82268;;;;
0,003470349;130,71;248,567773;200,9388593;236,3003138;61,46298942;-39,76;-60,07821278;-62,47;-86,9216494;-36,06;94,36889066;188,688231;130,6006921;;;;
0,003492038;136,31;270,9834827;211,6671001;242,6979779;62,65645741;-33,01;-65,52826744;-68,32;-88,20411451;-38,85;79,74112951;182,5089149;111,0821133;;;;
0,003513728;151,38;287,2143861;220,3941397;236,5981461;62,41993881;-24,98;-69,1478682;-72,81;-81,69351713;-40,58;60,63504065;174,4817027;94,14817954;;;;
0,003535418;169,38;294,28181;223,0827349;232,3530086;65,20755858;-17,13;-72,06079516;-57,15;-60,01932266;-41,11;44,18996784;161,0520915;69,43260259;;;;
0,003557107;187,55;298,6595648;223,2294435;231,6311898;77,82317728;-10,40;-63,88172411;-35,62;-36,52046348;-38,81;27,36041187;139,9005598;41,12019792;;;;
0,003578797;208,41;300,8815701;219,6241466;246,71643;100,8579372;-2,35;-50,61723817;-6,61;-13,37563481;-37,10;10,3157228;113,2796716;8,434450888;;;;
0,003600487;230,76;307,6652396;227,4559981;262,5933163;126,8716148;8,67;-31,92259186;20,95;6,454899109;-37,17;-1,22216502;84,3412937;-22,65185928;;;;
0,003622177;243,38;315,993853;242,1352071;275,9258982;127,118298;39,17;-11,11723699;44,33;23,59419594;-44,88;-13,34493836;54,42870804;-53,23142933;;;;
0,003643866;251,39;320,5785225;262,739857;277,5443846;121,3469408;81,22;6,241321385;58,84;39,01149856;-53,85;-26,10196236;28,27412673;-77,59809332;;;;
0,003665556;253,59;316,7264558;273,3299693;270,8527812;109,998226;132,95;21,42564351;70,07;49,99840271;-58,43;-38,19644244;5,516117758;-95,74236099;;;;
0,003687246;258,70;306,8308579;273,7348091;244,8399789;121,8175256;165,47;37,57169426;79,65;63,67388464;-54,66;-45,70560901;-6,241401188;-103,3241356;;;;
0,003708935;259,94;295,6546023;254,3548325;213,9405317;136,5622206;182,91;52,98680865;86,84;79,96976473;-45,17;-43,75935764;-11,46153644;-101,0449144;;;;
0,003730625;250,78;285,2732844;234,0817475;181,2769476;151,8415679;178,09;64,96681389;95,12;95,08048734;-22,65;-37,26092316;-11,09464753;-98,96082381;;;;
0,003752315;213,45;275,9357177;215,0013708;174,7153838;148,2052587;163,83;76,42105356;105,09;108,3202055;-0,94;-29,53939427;-12,08557879;-105,2183409;;;;
0,003774004;164,68;263,5625855;211,874408;175,357875;139,1729849;148,94;87,27087299;114,27;118,8682345;19,97;-23,29624827;-16,96458136;-116,2034352;;;;
0,003795694;118,79;250,067953;213,1130694;184,5708966;127,3850297;138,94;93,69030576;125,12;129,0942339;34,78;-19,92437901;-27,46575565;-129,0381671;;;;
0,003817384;98,00;235,2623189;213,5168498;196,460381;127,0908621;135,25;96,66251267;138,51;140,704072;46,11;-18,79962193;-43,30864294;-141,6180815;;;;
0,003839073;98,17;223,4079353;205,2511768;207,84053;133,2796381;135,08;92,10839277;155,10;156,2717695;52,05;-26,51942811;-59,66536991;-148,5805362;;;;
0,003860763;115,74;213,9715022;191,4151737;217,2697252;144,5048456;138,29;85,21892528;171,90;171,2374134;46,44;-35,14676795;-74,50134945;-149,7635195;;;;
0,003882453;128,82;208,9900656;172,2018955;212,5138399;155,2237599;141,13;78,30170699;185,47;185,6032057;36,87;-44,6355792;-82,99999434;-133,0087382;;;;
0,003904142;133,53;203,5243525;154,1589764;199,8976322;165,9549055;143,56;81,10805323;197,78;197,5987968;24,31;-45,09499409;-87,4873104;-111,2146859;;;;
0,003925832;120,98;196,9636388;137,302455;170,7671165;167,4431657;148,76;89,3799761;209,31;210,9942145;26,87;-40,79280397;-85,11611806;-82,51477666;;;;
0,003947522;100,08;179,6397683;115,5874644;139,8847527;165,138568;151,65;103,9768386;226,06;225,3552308;39,27;-30,02665017;-79,40905771;-58,55964479;;;;
0,003969211;65,45;156,0795015;92,00342957;106,8900305;156,3819489;150,18;123,6068864;238,97;239,2431321;72,72;-11,59262058;-70,21185992;-38,4594843;;;;
0,003990901;27,25;124,8652633;65,44895474;82,33847466;143,906991;144,87;142,8560888;250,31;252,9486793;108,13;9,434366709;-66,36388984;-25,83849327;;;;
0,004012591;-11,59;91,47412159;46,25412172;60,42687423;128,6641933;135,67;155,7077347;262,94;266,3917389;145,43;33,49042779;-65,12805925;-14,1300518;;;;
0,00403428;-37,13;61,12522174;30,29135134;42,72356677;105,7303791;115,57;151,1964092;274,40;273,3319147;164,64;54,64966556;-67,70839091;-3,440763556;;;;
0,00405597;-55,23;39,75879779;18,58183951;25,53418342;79,31266306;88,51;134,7510649;279,53;272,1359486;177,09;73,44060562;-67,90831211;10,39704511;;;;
0,00407766;-65,63;21,95472247;-2,04658223;7,417638892;50,2944077;57,13;88,10093485;271,71;256,2585796;180,28;84,10612401;-66,71626723;25,78582269;;;;
0,004099349;-73,21;3,594183904;-29,05651744;-15,84470462;12,83450607;20,11;41,02407662;253,50;228,7674849;179,42;78,64990134;-61,43867547;43,52670676;;;;
0,004121039;-87,00;-28,39289566;-58,65881046;-37,38319622;-25,89270062;-12,98;-6,909385349;222,79;198,9968505;175,30;61,50803889;-49,24759046;55,27754916;;;;
0,004142729;-113,26;-62,87887118;-86,6899756;-58,08108441;-65,71068114;-41,92;-45,94798825;195,09;172,9709627;163,91;38,02622866;-32,0693878;64,27446799;;;;
0,004164419;-144,53;-99,73124762;-112,7532333;-91,05388618;-101,1455495;-63,78;-72,40268295;172,88;151,435937;144,85;12,4548379;-7,285123041;71,14681925;;;;
0,004186108;-174,70;-134,5240826;-134,4568982;-123,368263;-133,4512061;-84,94;-63,29745661;159,83;132,3353714;122,41;-15,40962032;16,05110676;79,36237659;;;;
0,004207798;-193,47;-168,082394;-153,650956;-155,1859146;-158,5803978;-106,27;-40,92690939;152,20;110,3551946;103,17;-32,84996748;37,70186519;88,06321029;;;;
0,004229488;-201,67;-199,6977449;-168,0657211;-179,024368;-185,3231695;-136,98;-15,45216281;138,35;86,09998989;93,42;-43,63620279;50,18866537;93,32331052;;;;
0,004251177;-202,65;-223,7970726;-178,1210955;-200,9959269;-212,9652352;-172,13;-3,384641393;114,99;59,48922097;91,92;-43,83080249;58,18284262;98,09309866;;;;
0,004272867;-193,27;-244,085404;-185,4618532;-220,8150271;-241,3754144;-214,15;-0,516652215;83,63;35,92306154;92,29;-39,70913624;57,39776337;103,593266;;;;
0,004294557;-183,66;-257,4862415;-187,5888347;-243,9899919;-260,9281367;-248,40;-6,054677202;55,46;14,98751848;93,41;-34,50628115;48,92199126;116,1296703;;;;
0,004316246;-173,79;-266,8740631;-188,625718;-269,1443662;-273,1032924;-275,42;-19,45494038;29,33;-2,159538484;95,57;-31,37595484;36,8556802;132,4370888;;;;
0,004337936;-171,15;-273,4728703;-189,105995;-298,4993493;-269,7706144;-286,42;-32,20531297;8,53;-12,00123827;90,41;-30,48422747;24,29745168;153,4185462;;;;
0,004359626;-165,47;-270,5602863;-199,5830952;-323,1154081;-261,9978069;-294,95;-43,76207206;-6,82;-18,94807119;78,31;-30,7886092;11,59191171;170,082738;;;;
0,004381315;-149,36;-252,4444696;-208,46525;-343,4257816;-248,7470032;-304,19;-54,73103497;-18,07;-21,74654301;50,72;-29,67137414;-0,971983187;183,2039648;;;;
0,004403005;-116,14;-221,4918035;-214,4101494;-341,9992058;-244,7450276;-305,79;-64,48036668;-22,04;-27,70613101;14,73;-29,36532598;-10,87791838;185,8066558;;;;
0,004424695;-74,57;-173,4297432;-212,7925762;-332,524356;-244,3766199;-301,97;-72,15903858;-25,65;-34,40797503;-23,75;-29,05188947;-17,38663367;183,4107006;;;;
0,004446384;-23,72;-122,9697467;-206,0634293;-312,1463571;-249,2262567;-278,25;-78,38438508;-27,62;-43,76860223;-53,05;-32,92317637;-19,10271693;177,7787059;;;;
0,004468074;15,74;-69,33222823;-188,8497088;-296,0667534;-253,2684793;-254,56;-81,05505632;-40,91;-53,82424479;-79,36;-37,32767166;-17,17430941;174,3984811;;;;
0,004489764;45,80;-17,52777131;-159,8548384;-282,85214;-255,411522;-231,44;-91,7486512;-58,72;-64,892137;-103,84;-42,62034645;-15,96971789;175,4627276;;;;
0,004511453;62,83;33,32811991;-124,852112;-275,8494184;-242,4036847;-216,18;-103,9463029;-83,11;-80,58135371;-126,69;-53,21183832;-20,58657645;180,5566179;;;;
0,004533143;78,86;81,99800753;-84,95771382;-267,2022046;-225,337489;-206,45;-122,1984636;-104,27;-95,61678801;-149,33;-64,47281671;-28,04756504;185,7835978;;;;
0,004554833;94,16;126,0697024;-51,72324622;-256,6694411;-204,5447248;-205,67;-137,0838621;-125,29;-107,1161774;-169,22;-73,87280552;-37,43661456;191,3885013;;;;
0,004576522;123,09;167,0536878;-24,38546486;-227,2070449;-194,6830576;-198,34;-150,5235385;-143,95;-118,228655;-182,17;-78,28798438;-45,71409003;201,0636927;;;;
0,004598212;158,94;193,8636227;-12,8324778;-195,7866089;-185,7693799;-187,41;-154,6805551;-161,08;-129,3971422;-186,47;-80,75222821;-50,00324147;208,4965066;;;;
0,004619902;207,74;212,2251551;-1,529394816;-161,9673259;-177,7416997;-172,53;-153,209844;-175,33;-132,6832362;-182,84;-82,04904483;-49,56154733;214,9823949;;;;
0,004641591;249,70;223,1526116;10,70237292;-145,6305209;-168,4019204;-156,91;-143,9372834;-181,87;-134,8933294;-178,76;-83,91939262;-43,33080536;213,4204443;;;;
0,004663281;286,61;231,6693293;30,25929576;-135,6322797;-156,1675105;-139,80;-126,0995392;-184,89;-135,4510922;-172,36;-85,54313079;-34,74669814;207,7590649;;;;
0,004684971;297,21;239,1168216;49,76255698;-134,6893361;-137,5769909;-124,99;-109,2208102;-179,99;-127,6474838;-156,61;-73,88213127;-23,62604041;197,0275005;;;;
0,004706661;299,37;245,3729135;62,81475159;-132,9629978;-117,1209992;-110,06;-100,8155334;-166,65;-115,8049541;-136,18;-55,79657187;-9,192465696;187,5936862;;;;
0,00472835;292,46;255,720718;65,79373744;-129,2568637;-97,1437985;-94,46;-90,90901259;-146,57;-98,77812125;-115,02;-30,5211581;5,675985163;177,4209789;;;;
0,00475004;293,56;267,3685486;62,9822525;-113,9176942;-97,33750423;-77,91;-80,52128043;-123,90;-81,41371898;-92,02;-8,779466561;15,82170676;166,6023292;;;;
0,00477173;299,74;279,7951004;55,36846823;-90,72398702;-100,7781239;-60,46;-67,74781022;-101,06;-63,66210822;-66,86;7,270648529;22,34303653;154,605002;;;;
0,004793419;314,78;295,6673793;52,25754889;-61,29058293;-107,5719534;-43,25;-54,97504005;-79,31;-42,9064238;-43,41;12,7741208;25,73312516;142,5901999;;;;
0,004815109;330,27;312,8654767;53,71618448;-25,18126944;-102,0862405;-28,05;-41,20912598;-58,35;-20,56728481;-20,99;13,65866148;26,09855915;128,6364098;;;;
0,004836799;344,23;334,4237114;66,52891317;10,54187455;-88,08983657;-14,86;-24,12789319;-37,17;4,856853695;-2,26;12,95170377;28,05271615;115,4085628;;;;
0,004858488;350,31;348,4922311;80,39494272;44,96781924;-59,63822538;-1,81;-3,179804453;-9,79;33,90701471;15,11;11,85089156;32,80658641;102,3554934;;;;
0,004880178;348,70;355,5556918;94,61557205;65,22232059;-28,204512;11,65;25,22574119;16,91;64,11524982;32,56;10,61606198;35,61747477;91,33464352;;;;
0,004901868;341,63;352,2937868;115,056384;77,57025619;3,600232169;27,72;50,53884369;42,65;93,52767575;41,54;9,106977862;36,54651606;78,95416047;;;;
0,004923557;324,10;348,2439229;137,4133716;73,29839632;32,44751439;37,10;73,67045515;71,80;122,3458657;48,21;4,22094466;33,82110178;64,6865909;;;;
0,004945247;306,96;343,4327572;159,7816829;73,80051876;50,93705956;41,85;101,5278906;101,11;151,1943492;49,26;-4,765597634;28,9647463;47,14754815;;;;
0,004966937;290,48;339,3433243;173,1294593;76,60629182;62,20748301;38,89;130,8335091;129,81;172,0882659;53,34;-17,23813896;22,40877053;28,42372281;;;;
0,004988626;272,97;332,4370334;180,2625862;81,04774747;64,80983284;33,02;162,0119187;148,08;190,1074838;58,78;-25,60071091;12,12199277;10,39420891;;;;
0,005010316;252,85;313,2375299;170,9228674;75,74354957;63,16006793;25,11;191,3508646;163,11;200,6810637;60,41;-32,70443785;2,552900557;-3,658288881;;;;
0,005032006;226,15;288,1855083;160,5280205;59,98813105;57,10959187;27,91;216,6044651;178,84;203,7827747;64,25;-37,99109901;-6,248132411;-15,73331427;;;;
0,005053695;200,77;259,4479855;149,0147599;30,58659691;46,57627935;39,15;232,0601356;190,67;203,2732746;69,97;-41,9036891;-13,6884954;-28,82813916;;;;
0,005075385;177,47;229,7985388;144,7336962;1,340009848;37,24744952;68,66;241,4471694;199,11;206,6991288;86,85;-46,72078989;-18,9454526;-43,09452493;;;;
0,005097075;165,58;203,5049488;140,7026388;-23,28629713;31,02009849;97,98;247,7257631;201,56;211,3371683;103,74;-54,51000577;-20,31352245;-58,70489332;;;;
0,005118764;156,03;180,7790089;135,7488546;-33,00597046;38,30711253;126,96;252,8561474;202,73;219,0837524;117,48;-59,99328935;-19,87702797;-77,03144358;;;;
0,005140454;148,38;157,8633777;125,0394297;-36,15992365;52,78431906;142,09;259,2260977;202,50;226,8628672;127,03;-65,05754323;-19,99094842;-96,31450664;;;;
0,005162144;137,67;133,0099704;110,9307612;-34,46338667;80,10052039;152,40;266,3874109;203,75;232,9277437;135,08;-70,87484788;-23,89973193;-116,5461467;;;;
0,005183833;123,51;104,5507934;90,26573861;-36,51827603;100,6096768;155,61;277,3494994;205,15;232,7779829;139,83;-70,92296504;-28,43815439;-132,6253967;;;;
0,005205523;104,20;78,23181561;66,74809801;-41,87294787;115,9213053;150,90;291,4283815;202,99;236,7979795;147,15;-66,71838714;-33,71784719;-145,9013757;;;;
0,005227213;76,26;53,68974232;41,34034989;-52,33955845;106,1650455;144,43;311,6478513;203,23;245,0512218;158,03;-55,61615918;-33,7993059;-151,2102196;;;;
0,005248903;44,78;32,96172885;15,83905052;-66,76862341;91,07061419;141,45;328,3554366;204,59;256,3001079;171,32;-43,59352452;-29,42016926;-150,3587261;;;;
0,005270592;8,11;11,64508823;-7,690536705;-88,95049662;69,39940892;143,01;343,1131492;212,17;266,8236005;187,32;-30,40060966;-19,11970626;-144,860808;;;;
0,005292282;-34,17;-10,50155432;-28,59458566;-105,8612133;47,07113001;147,99;348,7828373;222,55;280,3370941;205,92;-19,86620013;-8,559256715;-137,6042585;;;;
0,005313972;-79,40;-47,92119776;-48,16847452;-118,1899109;26,71163967;155,33;353,549088;241,17;295,7635398;221,87;-12,39154268;-0,571616281;-136,960737;;;;
0,005335661;-121,42;-85,59962179;-64,63711238;-124,9580701;10,74297267;163,72;358,0247866;262,28;313,1962506;232,10;-10,41166551;0,104751084;-145,2491363;;;;
0,005357351;-152,71;-123,7092867;-75,83854596;-131,3664295;-15,65053655;173,56;364,6707047;285,33;317,4087692;236,33;-7,070660305;-3,351326677;-155,0215222;;;;
0,005379041;-173,85;-157,6416328;-88,53995846;-140,8052331;-47,43137572;186,84;371,6958686;292,44;317,824681;235,40;-1,905664914;-9,619708612;-163,7677891;;;;
0,00540073;-189,48;-188,5281848;-104,5502938;-154,8402734;-87,01620146;200,42;375,1394802;293,35;310,6516484;224,31;9,088117684;-25,02014775;-167,5735036;;;;
0,00542242;-205,22;-213,3782488;-132,3783618;-171,2325781;-113,4907546;214,62;368,4552873;288,11;306,6530614;206,13;24,68480749;-38,59415767;-165,1547283;;;;
0,00544411;-220,94;-229,9625265;-162,2591458;-181,8742673;-129,8109085;228,97;354,1323354;288,49;304,7571373;180,98;41,80819308;-50,56305749;-158,5414253;;;;
0,005465799;-234,66;-242,3451641;-193,0518078;-188,404505;-130,0741422;245,08;323,4900479;290,75;303,3961239;145,65;49,94205116;-60,16145307;-141,4103051;;;;
0,005487489;-247,14;-249,8673332;-222,5298147;-191,0424411;-126,2448143;253,06;295,4391623;294,94;299,5735878;110,99;47,27194147;-69,62211489;-125,4645099;;;;
0,005509179;-269,86;-259,5483566;-251,9199238;-191,6389327;-116,9192817;255,50;273,505658;290,39;293,610401;80,80;34,97837256;-78,5691699;-110,8333217;;;;
0,005530868;-289,33;-271,7379062;-272,653585;-188,132136;-113,1565025;244,07;259,2552884;281,43;280,7265515;56,38;14,30533484;-82,37715891;-102,9708559;;;;
0,005552558;-301,69;-296,3091833;-285,0187834;-179,7503332;-113,4671888;213,59;244,9464249;264,54;263,8632199;36,29;-7,039285343;-84,18446775;-96,25557666;;;;
0,005574248;-296,99;-317,0315549;-288,8308813;-167,5867446;-123,3896819;174,37;223,3744104;250,36;243,5972655;31,03;-27,82560477;-85,02622489;-90,79720099;;;;
0,005595937;-284,66;-331,5031828;-284,5310589;-156,1784893;-127,451053;136,88;201,425806;239,50;217,9497976;32,63;-52,97738405;-82,82583669;-85,67393854;;;;
0,005617627;-265,35;-328,1320447;-278,1918196;-161,5884448;-127,4748181;102,47;178,6364418;221,55;188,3061768;40,70;-82,69585789;-78,50495059;-82,80902432;;;;
0,005639317;-246,68;-317,345093;-265,2016314;-166,0186365;-114,2185636;70,95;157,8290834;201,64;159,3988493;46,28;-109,3096407;-67,03102435;-87,95223578;;;;
0,005661006;-228,90;-296,9728916;-242,0309942;-166,8319208;-96,27866676;30,19;134,1304074;173,57;130,353486;48,69;-130,0315199;-55,03289605;-96,97844788;;;;
0,005682696;-207,45;-269,6328256;-213,8184247;-158,3561332;-73,86538192;-12,96;104,9578914;133,29;94,70469137;41,40;-138,1098154;-42,65000649;-108,8351088;;;;
0,005704386;-181,92;-237,967679;-187,3129668;-146,5800775;-59,62377665;-57,60;75,00779703;82,17;50,98342232;34,11;-138,4656502;-45,54877855;-109,3131698;;;;
0,005726075;-148,51;-194,8485674;-165,0204533;-131,1276201;-50,71615048;-94,31;47,50434906;25,78;3,845172232;26,51;-134,4115777;-55,55160435;-105,825402;;;;
0,005747765;-107,40;-153,7539884;-149,5834946;-114,1533068;-49,19617171;-127,61;25,06789291;-27,76;-38,79633359;12,07;-131,8802851;-75,74516921;-96,74221573;;;;
0,005769455;-63,06;-114,3078664;-131,852201;-97,42293923;-47,67981258;-138,09;5,278485309;-73,70;-78,43653883;-8,19;-128,5353036;-92,78731849;-85,38075625;;;;
0,005791145;-24,70;-85,59232776;-110,3133261;-78,38484075;-46,22421875;-147,67;-14,6521638;-108,14;-114,0129948;-45,19;-132,6970876;-110,5406119;-73,67190288;;;;
0,005812834;2,25;-56,9361391;-84,15139789;-57,12322018;-37,56107561;-153,18;-49,88545179;-136,67;-141,9963279;-88,53;-140,0619168;-125,9855426;-60,67865433;;;;
0,005834524;12,99;-27,82113606;-56,02962751;-29,20614095;-26,50189445;-151,28;-84,86652762;-156,69;-167,7054648;-135,84;-151,7107935;-142,6979703;-44,06213924;;;;
0,005856214;11,89;-3,48436789;-26,22045909;0,199975387;-11,468417;-144,22;-119,3731455;-178,35;-192,6881063;-180,95;-158,8518902;-161,3990222;-25,44880389;;;;
0,005877903;6,88;20,36585731;-0,795785526;29,84848423;10,10527535;-129,80;-142,8468912;-201,70;-214,907817;-221,43;-165,4618463;-166,1502918;-3,960853772;;;;
0,005899593;6,67;46,26287396;18,93550014;55,7293773;31,74580566;-111,79;-162,0442149;-223,06;-234,3912262;-252,23;-166,7415334;-168,1648381;18,81563088;;;;
0,005921283;17,12;77,9681004;35,90989952;82,81113875;53,27453857;-91,67;-175,6431949;-241,04;-246,5814656;-263,83;-164,8216977;-169,1215575;43,69123918;;;;
0,005942972;39,22;115,460873;56,07181119;112,8078017;70,38062667;-57,24;-179,994254;-253,18;-251,2957133;-264,54;-155,9167294;-165,9169689;66,49774541;;;;
0,005964662;80,82;165,4037962;81,74785438;134,2000545;85,08847477;-25,15;-175,8851626;-249,22;-246,7871899;-248,41;-141,0760952;-158,7758485;81,01731919;;;;
0,005986352;121,81;214,7941518;113,0782367;152,5352739;91,12946368;4,84;-157,9435703;-236,32;-230,8808488;-223,76;-125,399354;-141,0641846;78,75306933;;;;
0,006008041;155,05;253,1549928;146,4720866;165,8956782;94,96843974;20,08;-139,1299228;-208,48;-210,4330153;-194,42;-106,3011831;-122,4277964;71,13516679;;;;
0,006029731;178,36;278,2389569;177,9714778;175,4366558;93,26718052;32,84;-119,2117407;-179,33;-181,7578029;-158,55;-86,78078441;-102,2410259;46,29357659;;;;
0,006051421;197,81;291,4930682;201,1650232;178,9609543;96,75265057;46,32;-97,85960406;-152,21;-156,7255702;-123,07;-66,63277015;-81,80987287;15,79601327;;;;
0,00607311;214,74;287,8067795;217,4187996;188,0870549;104,3391768;56,90;-78,28150656;-127,89;-132,281582;-88,01;-48,39266974;-62,02947354;-27,9582534;;;;
0,0060948;228,74;276,071203;227,7093401;199,3171366;122,4653851;67,18;-62,93223639;-107,27;-116,8936798;-53,78;-31,30369533;-37,91416599;-62,84820106;;;;
0,00611649;238,56;263,2273935;238,4778754;218,8859069;143,1563155;87,60;-53,24560396;-88,01;-102,323392;-21,04;-25,44317878;-14,62123886;-92,92089061;;;;
0,006138179;243,56;251,6113613;249,2977268;243,7702391;167,6301264;108,43;-47,26097065;-70,05;-92,95151006;13,81;-18,83400865;6,978577455;-96,72773502;;;;
0,006159869;246,75;241,8302227;259,5311174;272,2927149;194,5569409;129,50;-38,32108289;-51,35;-83,51163602;48,64;-9,505421863;24,84481508;-94,55085872;;;;
0,006181559;240,99;225,3322791;266,6082827;296,5001549;224,3214599;127,85;-31,45858421;-44,60;-72,11815538;81,33;11,4919131;41,45414082;-71,29152922;;;;
0,006203248;233,71;210,7938419;273,3998212;319,3002361;252,8893528;121,97;-27,44642755;-30,72;-45,26152519;112,77;39,83980495;61,65633073;-46,38161755;;;;
0,006224938;222,46;192,1401187;278,2362106;337,4163301;277,5521598;111,58;-23,72560859;-13,43;-13,67762775;142,64;73,51255074;85,68764148;-17,24751941;;;;
0,006246628;200,99;181,4047094;277,288529;351,4706617;295,1068617;98,27;-19,03913411;15,64;23,10730953;162,79;108,3910301;113,4701984;2,652191348;;;;
0,006268317;179,77;178,9299268;270,7176063;362,2543519;303,34941;85,05;-8,810023105;46,35;64,05880166;182,65;139,3714588;131,7404905;16,61047038;;;;
0,006290007;161,48;175,5051416;261,3849205;372,7209574;304,754487;78,15;3,566221169;81,79;106,5546599;200,65;167,2293513;147,8448806;21,92593624;;;;
0,006311697;151,02;168,2234135;248,4853883;383,3925692;297,940207;75,20;15,85033372;126,28;154,634539;210,94;194,8525622;159,9617833;24,37076178;;;;
0,006333387;143,84;145,6120595;232,4521659;393,5163692;287,0891057;75,65;34,59318697;173,80;194,5789104;217,83;203,0394342;172,4108225;22,72576669;;;;
0,006355076;136,07;126,1177719;212,4966965;392,9844965;275,9868333;71,96;54,10686845;209,26;229,9130007;221,33;201,4892293;184,8416687;25,26479748;;;;
0,006376766;122,29;111,3097155;194,7493313;389,6854109;254,6967322;67,67;76,76831551;233,57;240,264628;217,06;170,8082489;194,1250222;31,89834693;;;;
0,006398456;101,06;113,2409499;183,3032557;376,1313975;231,9002607;61,61;88,25052601;244,49;244,4893504;208,12;141,2002671;202,1766266;37,35031105;;;;
0,006420145;75,18;118,6181808;183,6907807;363,6750606;208,6673017;65,83;95,374428;242,92;239,3266805;196,09;114,2353198;206,1762765;39,44977157;;;;
0,006441835;52,52;;185,5977041;351,4922144;#VALUE!;70,17;87,37621553;240,52;#VALUE!;186,41;#VALUE!;203,3979663;#VALUE!;;;;
;;;;;;;;;;;;;;;;;
